"age","marital","education","housing","loan","contact","month","duration","pdays","TermDeposit"
31,"married","tertiary","yes","no","cellular","may",96,349,"no"
32,"married","secondary","yes","no","unknown","may",431,-1,"no"
28,"married","secondary","yes","no","unknown","jul",53,-1,"no"
28,"single","secondary","no","no","cellular","may",253,107,"no"
36,"married","secondary","yes","yes","unknown","may",88,-1,"no"
35,"single","tertiary","no","no","cellular","aug",125,-1,"no"
41,"married","secondary","yes","yes","cellular","nov",12,190,"no"
46,"married","primary","yes","yes","unknown","may",221,-1,"no"
52,"married","secondary","yes","no","cellular","jul",58,-1,"no"
28,"married","secondary","yes","yes","unknown","jun",121,-1,"no"
33,"married","secondary","yes","no","unknown","may",123,-1,"no"
50,"divorced","secondary","yes","no","unknown","jun",88,-1,"no"
33,"married","tertiary","yes","no","cellular","aug",12,-1,"no"
40,"single","secondary","no","no","cellular","jul",1342,-1,"yes"
54,"married","primary","yes","no","cellular","aug",120,-1,"no"
53,"divorced","secondary","yes","yes","cellular","may",48,-1,"no"
34,"married","primary","yes","no","unknown","may",20,-1,"no"
32,"single","tertiary","yes","no","cellular","feb",122,-1,"no"
55,"married","primary","yes","no","unknown","may",160,-1,"no"
52,"married","primary","no","no","cellular","jan",73,-1,"no"
28,"married","primary","yes","no","unknown","may",78,-1,"no"
43,"married","secondary","yes","yes","cellular","may",51,-1,"no"
37,"single","secondary","yes","no","cellular","jul",484,-1,"no"
36,"married","secondary","yes","yes","cellular","feb",50,-1,"no"
33,"married","primary","yes","no","cellular","apr",311,330,"no"
43,"single","secondary","yes","no","cellular","may",260,-1,"no"
42,"divorced","tertiary","no","no","cellular","nov",140,-1,"no"
28,"married","tertiary","no","yes","cellular","jan",188,-1,"no"
56,"married","tertiary","yes","yes","cellular","nov",113,-1,"no"
31,"single","secondary","yes","no","unknown","may",182,-1,"no"
60,"married","primary","yes","no","unknown","may",140,-1,"no"
45,"married","primary","no","no","cellular","jul",639,-1,"no"
49,"single","primary","no","no","cellular","feb",433,-1,"no"
31,"divorced","secondary","yes","no","cellular","jul",72,-1,"no"
31,"single","secondary","no","yes","cellular","feb",323,109,"no"
38,"divorced","secondary","yes","no","unknown","may",604,-1,"yes"
50,"married","primary","yes","yes","cellular","apr",184,151,"no"
31,"single","tertiary","no","no","cellular","apr",214,87,"no"
29,"married","secondary","yes","no","unknown","jun",355,-1,"no"
34,"single","tertiary","no","no","cellular","nov",93,-1,"no"
27,"single","tertiary","no","no","telephone","may",281,101,"no"
33,"single","secondary","no","no","cellular","feb",118,-1,"no"
27,"single","secondary","yes","no","cellular","jan",274,-1,"no"
72,"married","secondary","no","no","cellular","aug",186,-1,"yes"
30,"single","secondary","yes","yes","unknown","may",287,-1,"no"
37,"married","primary","yes","no","cellular","jul",467,-1,"no"
32,"married","tertiary","no","no","cellular","feb",106,-1,"no"
36,"married","tertiary","no","yes","cellular","aug",452,-1,"no"
34,"single","secondary","yes","no","cellular","may",14,-1,"no"
25,"single","unknown","no","no","cellular","may",311,-1,"yes"
41,"married","tertiary","no","no","unknown","jun",13,-1,"no"
34,"married","secondary","no","no","cellular","apr",282,150,"no"
38,"married","primary","no","no","unknown","jun",49,-1,"no"
38,"married","secondary","yes","no","unknown","may",130,-1,"no"
60,"married","primary","no","no","unknown","jun",227,-1,"no"
36,"married","secondary","no","no","cellular","jul",24,-1,"no"
34,"single","tertiary","no","no","cellular","aug",215,-1,"no"
29,"married","tertiary","yes","yes","cellular","jul",58,-1,"no"
33,"single","secondary","no","yes","cellular","jul",254,-1,"no"
64,"married","primary","yes","no","cellular","feb",65,-1,"no"
35,"single","secondary","yes","no","cellular","may",456,300,"yes"
43,"married","primary","yes","no","cellular","may",58,347,"no"
27,"single","secondary","yes","yes","unknown","jun",680,-1,"no"
71,"married","secondary","no","no","cellular","feb",660,-1,"yes"
41,"divorced","secondary","yes","no","cellular","may",442,-1,"no"
53,"married","tertiary","no","yes","cellular","jul",86,-1,"no"
33,"married","tertiary","yes","no","cellular","aug",113,-1,"no"
36,"single","tertiary","yes","no","unknown","jun",756,-1,"no"
38,"married","tertiary","no","yes","cellular","nov",160,120,"no"
33,"single","tertiary","no","no","telephone","nov",76,-1,"no"
65,"married","primary","no","no","telephone","feb",159,-1,"no"
44,"married","primary","yes","no","telephone","jul",224,-1,"no"
41,"divorced","secondary","yes","no","unknown","jun",196,-1,"no"
39,"married","primary","no","no","unknown","jun",99,-1,"no"
32,"married","primary","yes","yes","telephone","jul",454,-1,"no"
43,"married","secondary","yes","no","cellular","may",216,368,"no"
60,"married","secondary","no","no","telephone","jun",206,-1,"yes"
34,"single","secondary","no","no","cellular","aug",124,-1,"no"
33,"married","tertiary","yes","no","unknown","jun",223,-1,"no"
46,"married","secondary","yes","no","cellular","apr",78,-1,"no"
24,"single","secondary","no","no","cellular","apr",66,330,"no"
30,"married","tertiary","no","no","cellular","jul",146,-1,"no"
51,"married","secondary","yes","no","cellular","nov",150,188,"no"
37,"married","tertiary","no","no","telephone","feb",367,176,"yes"
44,"married","secondary","yes","no","unknown","may",197,-1,"no"
51,"married","secondary","yes","no","telephone","nov",117,-1,"no"
32,"married","primary","no","no","cellular","aug",68,-1,"no"
42,"married","secondary","yes","no","cellular","jul",129,-1,"no"
35,"married","secondary","yes","no","cellular","apr",268,-1,"no"
35,"single","secondary","yes","yes","cellular","may",193,-1,"no"
28,"married","secondary","yes","yes","unknown","may",345,-1,"no"
48,"married","primary","yes","no","unknown","jun",109,-1,"no"
31,"single","tertiary","no","no","cellular","aug",238,-1,"no"
56,"divorced","unknown","no","no","cellular","apr",124,-1,"no"
35,"single","tertiary","yes","no","cellular","apr",263,224,"no"
42,"married","tertiary","no","no","unknown","may",157,-1,"no"
34,"married","tertiary","yes","no","unknown","may",314,-1,"no"
55,"divorced","secondary","yes","no","unknown","may",23,-1,"no"
39,"single","tertiary","no","no","cellular","feb",83,-1,"no"
51,"married","secondary","yes","no","unknown","may",664,-1,"no"
33,"married","secondary","no","no","cellular","jul",489,-1,"no"
42,"married","secondary","yes","yes","cellular","nov",158,-1,"no"
36,"married","secondary","no","no","cellular","aug",85,-1,"no"
42,"single","tertiary","no","no","cellular","aug",428,-1,"no"
35,"divorced","tertiary","yes","no","cellular","jan",141,245,"no"
60,"married","tertiary","no","no","unknown","jun",324,-1,"no"
37,"married","tertiary","yes","no","cellular","jul",64,-1,"no"
30,"married","tertiary","yes","yes","cellular","jul",302,-1,"no"
52,"married","secondary","no","no","cellular","aug",88,-1,"no"
46,"married","secondary","yes","no","unknown","may",489,-1,"no"
60,"married","primary","no","no","unknown","apr",111,-1,"yes"
38,"married","primary","yes","no","cellular","may",87,-1,"no"
30,"married","secondary","yes","no","cellular","may",475,-1,"no"
41,"married","primary","yes","no","cellular","may",217,-1,"no"
54,"married","tertiary","no","no","cellular","may",145,-1,"no"
52,"married","tertiary","no","no","telephone","jul",30,-1,"no"
34,"single","secondary","yes","yes","cellular","jul",71,-1,"no"
31,"single","secondary","yes","no","unknown","may",320,-1,"no"
24,"single","secondary","no","no","cellular","oct",165,95,"yes"
36,"married","secondary","no","no","unknown","jun",73,-1,"no"
36,"married","secondary","no","no","cellular","jul",43,-1,"no"
38,"divorced","unknown","no","no","unknown","jun",1409,-1,"yes"
29,"married","secondary","yes","no","unknown","jun",153,-1,"no"
37,"married","secondary","yes","no","cellular","apr",420,-1,"no"
47,"married","secondary","yes","no","unknown","may",68,-1,"no"
28,"single","secondary","yes","no","cellular","jan",161,265,"no"
75,"married","secondary","no","no","telephone","apr",185,181,"yes"
59,"married","primary","no","no","telephone","jul",733,-1,"no"
43,"divorced","secondary","yes","yes","cellular","may",163,370,"no"
46,"married","tertiary","yes","yes","cellular","nov",64,-1,"no"
43,"single","tertiary","yes","no","cellular","aug",161,-1,"no"
31,"married","secondary","yes","yes","cellular","may",0,-1,"no"
39,"married","tertiary","no","no","cellular","apr",567,-1,"yes"
56,"married","unknown","no","no","cellular","jul",83,-1,"no"
44,"single","tertiary","yes","no","unknown","may",194,-1,"no"
48,"married","secondary","yes","no","cellular","jul",114,-1,"no"
35,"married","secondary","yes","no","unknown","may",265,-1,"no"
27,"single","tertiary","yes","no","unknown","may",163,-1,"no"
44,"married","tertiary","yes","yes","cellular","feb",170,-1,"yes"
32,"single","unknown","no","no","cellular","jul",474,-1,"yes"
29,"single","secondary","no","no","cellular","may",246,-1,"no"
33,"single","secondary","yes","no","cellular","aug",131,-1,"no"
28,"single","secondary","yes","no","unknown","may",350,-1,"no"
51,"single","tertiary","yes","no","cellular","nov",99,-1,"no"
28,"single","secondary","no","no","unknown","aug",61,-1,"no"
46,"married","unknown","yes","no","cellular","aug",260,457,"yes"
45,"married","secondary","no","no","cellular","apr",572,-1,"no"
47,"divorced","tertiary","yes","no","cellular","may",85,370,"no"
38,"divorced","tertiary","no","no","cellular","aug",138,-1,"no"
38,"married","secondary","no","no","cellular","aug",252,-1,"yes"
29,"single","primary","yes","no","cellular","may",137,-1,"no"
41,"married","primary","yes","no","cellular","nov",88,-1,"no"
45,"married","secondary","no","no","cellular","may",269,-1,"no"
31,"married","secondary","yes","no","cellular","sep",245,-1,"no"
36,"single","secondary","no","yes","cellular","jul",258,-1,"no"
28,"married","tertiary","yes","no","cellular","may",348,-1,"no"
38,"single","secondary","yes","no","unknown","may",21,-1,"no"
55,"married","secondary","yes","no","cellular","feb",445,267,"no"
48,"married","secondary","yes","no","unknown","may",465,-1,"no"
44,"married","tertiary","no","no","cellular","nov",240,40,"no"
35,"single","tertiary","no","yes","cellular","jul",71,-1,"no"
35,"single","tertiary","yes","no","cellular","apr",687,9,"yes"
55,"married","secondary","yes","no","unknown","may",267,-1,"no"
35,"divorced","secondary","no","yes","cellular","jul",199,-1,"no"
49,"married","secondary","yes","yes","cellular","jul",95,-1,"no"
28,"single","secondary","yes","no","unknown","may",218,-1,"no"
46,"married","primary","no","no","telephone","jan",157,-1,"no"
43,"single","primary","yes","no","cellular","nov",104,-1,"no"
46,"divorced","tertiary","no","no","cellular","jan",1199,-1,"yes"
25,"single","secondary","yes","no","cellular","may",191,-1,"no"
56,"married","secondary","no","yes","cellular","jul",428,-1,"no"
36,"divorced","secondary","yes","yes","unknown","may",207,-1,"no"
52,"married","tertiary","no","no","cellular","aug",762,-1,"yes"
36,"single","secondary","yes","no","cellular","feb",631,260,"yes"
35,"married","secondary","yes","no","cellular","may",19,360,"no"
43,"married","primary","yes","no","telephone","oct",166,183,"yes"
33,"single","tertiary","no","no","cellular","jan",219,-1,"no"
55,"divorced","tertiary","no","no","unknown","may",283,-1,"no"
46,"married","primary","no","no","cellular","aug",153,-1,"no"
38,"married","secondary","no","no","unknown","jun",119,-1,"no"
39,"married","secondary","yes","no","telephone","oct",158,-1,"yes"
38,"married","tertiary","yes","no","cellular","may",251,-1,"no"
48,"single","primary","yes","no","unknown","jun",112,-1,"no"
48,"married","tertiary","no","yes","cellular","feb",1423,-1,"no"
46,"married","secondary","yes","no","cellular","apr",836,-1,"no"
52,"divorced","secondary","no","no","cellular","jul",530,-1,"no"
36,"married","tertiary","yes","yes","cellular","jan",150,189,"no"
33,"single","primary","yes","no","unknown","may",180,-1,"no"
35,"married","primary","yes","no","cellular","nov",217,-1,"no"
35,"married","secondary","yes","no","unknown","jun",826,-1,"no"
51,"divorced","primary","yes","no","cellular","may",829,296,"yes"
48,"married","secondary","no","no","cellular","apr",271,79,"yes"
47,"married","tertiary","yes","no","cellular","may",323,364,"no"
50,"married","primary","no","no","unknown","may",60,-1,"no"
26,"married","secondary","yes","no","cellular","may",253,-1,"no"
38,"married","secondary","yes","yes","unknown","may",195,-1,"no"
46,"divorced","secondary","yes","no","unknown","may",229,-1,"no"
50,"single","unknown","no","no","unknown","jun",189,-1,"no"
45,"married","tertiary","no","no","cellular","apr",619,-1,"yes"
34,"married","tertiary","yes","no","cellular","aug",144,-1,"no"
37,"married","secondary","yes","yes","cellular","may",133,-1,"no"
43,"divorced","secondary","yes","yes","cellular","feb",618,274,"no"
46,"married","unknown","no","no","telephone","feb",14,-1,"no"
48,"married","tertiary","no","no","cellular","sep",103,91,"no"
30,"married","secondary","no","yes","cellular","jul",829,-1,"yes"
36,"single","primary","yes","no","unknown","may",141,-1,"no"
33,"married","tertiary","yes","yes","cellular","feb",21,-1,"no"
51,"divorced","secondary","yes","no","unknown","jun",290,-1,"no"
40,"divorced","secondary","no","no","cellular","aug",738,-1,"yes"
27,"single","secondary","no","no","cellular","feb",171,91,"yes"
41,"single","tertiary","yes","no","cellular","feb",16,-1,"no"
59,"single","tertiary","no","no","cellular","feb",537,-1,"no"
45,"married","secondary","no","no","cellular","jul",25,-1,"no"
43,"married","secondary","yes","no","cellular","may",227,-1,"no"
33,"single","tertiary","yes","yes","unknown","jun",178,-1,"no"
37,"divorced","secondary","yes","no","unknown","may",5,-1,"no"
58,"married","secondary","no","yes","cellular","jul",106,-1,"no"
43,"married","secondary","yes","no","cellular","may",73,370,"no"
40,"married","tertiary","no","no","unknown","jun",111,-1,"no"
57,"divorced","primary","no","no","telephone","jul",1037,-1,"no"
46,"married","secondary","yes","yes","cellular","aug",128,-1,"no"
48,"divorced","tertiary","yes","no","cellular","aug",488,-1,"no"
26,"single","secondary","yes","no","unknown","jun",31,-1,"no"
57,"married","unknown","yes","no","unknown","may",211,-1,"no"
58,"married","tertiary","yes","no","telephone","nov",263,-1,"no"
32,"married","tertiary","no","no","cellular","nov",75,-1,"no"
28,"single","secondary","yes","no","cellular","apr",89,-1,"no"
36,"married","secondary","yes","no","cellular","may",240,-1,"no"
36,"single","secondary","no","no","cellular","aug",67,-1,"no"
38,"married","primary","yes","yes","cellular","apr",239,332,"no"
32,"married","secondary","yes","no","cellular","aug",135,-1,"no"
30,"single","tertiary","yes","no","cellular","jul",33,-1,"no"
35,"single","primary","no","no","cellular","feb",115,-1,"no"
47,"married","unknown","no","no","cellular","jul",1103,-1,"no"
31,"single","secondary","yes","no","cellular","apr",172,-1,"no"
38,"single","primary","yes","yes","unknown","aug",17,-1,"no"
55,"divorced","tertiary","yes","yes","cellular","jul",121,-1,"no"
42,"divorced","secondary","yes","no","cellular","apr",804,262,"no"
57,"divorced","unknown","no","no","unknown","may",95,-1,"no"
60,"married","primary","no","no","cellular","aug",105,-1,"no"
35,"married","secondary","yes","yes","unknown","may",133,-1,"no"
50,"married","secondary","yes","yes","unknown","jun",87,-1,"no"
29,"married","primary","no","yes","cellular","jul",109,-1,"no"
35,"divorced","tertiary","yes","yes","cellular","nov",110,93,"no"
49,"married","secondary","no","no","cellular","jul",206,-1,"no"
45,"married","secondary","yes","no","unknown","may",78,-1,"no"
25,"single","primary","no","no","telephone","apr",120,-1,"no"
23,"single","secondary","yes","no","cellular","may",92,342,"no"
33,"married","tertiary","yes","no","cellular","may",97,180,"no"
30,"married","secondary","yes","yes","cellular","aug",97,-1,"no"
36,"married","tertiary","no","no","cellular","sep",91,37,"yes"
27,"married","secondary","yes","no","unknown","jun",1181,-1,"yes"
35,"single","tertiary","yes","no","cellular","may",105,-1,"no"
56,"divorced","tertiary","no","no","cellular","jul",86,-1,"no"
56,"married","unknown","no","no","cellular","aug",111,-1,"no"
50,"married","secondary","no","no","unknown","may",290,-1,"no"
43,"married","secondary","yes","no","cellular","jul",557,-1,"no"
40,"divorced","primary","no","yes","cellular","nov",330,-1,"no"
53,"married","secondary","yes","yes","unknown","may",197,-1,"no"
50,"married","tertiary","no","no","cellular","aug",19,-1,"no"
39,"married","unknown","yes","yes","unknown","may",83,-1,"no"
33,"married","tertiary","no","no","cellular","feb",113,-1,"no"
51,"married","secondary","no","yes","cellular","jul",378,-1,"no"
26,"divorced","secondary","yes","no","unknown","jun",357,-1,"no"
25,"single","secondary","no","no","cellular","jun",89,-1,"yes"
47,"married","secondary","yes","yes","cellular","aug",108,-1,"no"
32,"single","secondary","yes","no","cellular","apr",70,336,"no"
46,"married","primary","no","no","unknown","jun",9,-1,"no"
36,"single","secondary","yes","no","unknown","may",134,-1,"no"
27,"married","secondary","yes","no","unknown","may",332,-1,"no"
45,"married","primary","no","no","telephone","jul",24,-1,"no"
45,"married","tertiary","yes","no","cellular","may",177,357,"no"
52,"married","tertiary","no","no","cellular","aug",150,-1,"no"
75,"married","primary","no","no","cellular","jun",344,-1,"no"
39,"divorced","secondary","yes","no","unknown","may",150,-1,"no"
54,"married","secondary","no","yes","cellular","jul",85,-1,"no"
56,"married","tertiary","no","no","cellular","aug",236,-1,"no"
38,"married","secondary","yes","no","unknown","jun",404,-1,"no"
58,"married","secondary","no","yes","cellular","feb",135,92,"yes"
30,"single","secondary","yes","no","cellular","aug",116,-1,"no"
32,"single","secondary","no","no","cellular","jul",356,-1,"yes"
32,"married","secondary","no","no","cellular","jan",558,-1,"no"
25,"single","secondary","no","no","cellular","jul",136,-1,"no"
34,"married","tertiary","yes","yes","cellular","nov",81,-1,"no"
46,"married","secondary","no","no","cellular","aug",67,-1,"no"
30,"single","secondary","no","no","unknown","jun",276,-1,"no"
34,"single","secondary","no","no","cellular","aug",70,-1,"no"
50,"married","unknown","yes","no","cellular","may",92,347,"no"
44,"married","primary","no","no","cellular","aug",299,-1,"no"
40,"married","tertiary","no","no","cellular","aug",87,-1,"no"
29,"single","tertiary","no","no","cellular","feb",251,-1,"no"
25,"married","unknown","yes","no","cellular","jul",1037,-1,"yes"
25,"single","tertiary","yes","yes","cellular","apr",1034,-1,"yes"
35,"married","secondary","no","no","cellular","aug",197,-1,"no"
45,"single","secondary","yes","yes","unknown","jul",89,-1,"no"
63,"married","tertiary","no","no","cellular","oct",130,182,"no"
37,"single","secondary","yes","no","unknown","may",1187,-1,"yes"
28,"single","secondary","no","no","cellular","jan",452,-1,"no"
31,"married","primary","no","no","telephone","nov",21,-1,"no"
33,"single","tertiary","no","no","cellular","may",324,-1,"no"
40,"married","secondary","yes","no","cellular","nov",43,185,"no"
51,"married","secondary","no","no","cellular","aug",80,-1,"no"
48,"married","secondary","yes","yes","unknown","may",144,-1,"no"
36,"single","tertiary","yes","no","cellular","nov",14,-1,"no"
40,"married","secondary","yes","no","cellular","may",431,172,"no"
42,"married","primary","yes","no","cellular","jul",167,-1,"no"
44,"married","tertiary","no","no","cellular","aug",165,-1,"no"
43,"married","secondary","no","no","cellular","jan",41,-1,"no"
27,"single","secondary","yes","yes","cellular","feb",466,-1,"no"
44,"married","primary","no","no","cellular","aug",174,-1,"no"
56,"divorced","secondary","yes","yes","unknown","may",185,-1,"no"
31,"single","tertiary","no","no","cellular","aug",257,-1,"no"
52,"divorced","secondary","no","no","unknown","jun",103,-1,"no"
44,"married","secondary","yes","no","unknown","may",477,-1,"no"
50,"divorced","tertiary","yes","no","cellular","jul",604,-1,"no"
33,"single","secondary","yes","no","cellular","feb",178,273,"no"
30,"single","tertiary","no","no","unknown","may",476,-1,"no"
29,"single","secondary","no","no","telephone","jul",127,-1,"no"
43,"single","primary","yes","no","cellular","jul",783,-1,"no"
29,"single","tertiary","no","no","cellular","feb",98,-1,"no"
34,"single","tertiary","no","no","cellular","aug",738,-1,"yes"
32,"married","secondary","yes","no","unknown","jun",183,-1,"no"
40,"married","secondary","yes","no","cellular","apr",156,318,"no"
40,"married","secondary","yes","yes","cellular","feb",241,262,"no"
33,"married","secondary","no","yes","cellular","may",88,-1,"no"
47,"married","secondary","no","no","cellular","aug",59,-1,"no"
53,"married","secondary","no","no","cellular","nov",244,-1,"no"
33,"single","secondary","no","yes","cellular","nov",459,-1,"no"
31,"married","primary","yes","yes","unknown","may",59,-1,"no"
37,"married","tertiary","no","no","cellular","aug",340,-1,"no"
58,"married","secondary","no","no","cellular","aug",422,-1,"no"
32,"single","secondary","no","no","cellular","feb",233,-1,"no"
39,"married","secondary","yes","yes","cellular","jul",330,-1,"no"
26,"single","tertiary","no","no","cellular","apr",407,-1,"yes"
33,"single","secondary","no","yes","cellular","nov",255,-1,"no"
34,"divorced","tertiary","no","no","cellular","aug",227,-1,"no"
23,"single","tertiary","no","no","cellular","may",289,-1,"no"
39,"single","primary","no","no","telephone","jul",80,-1,"no"
35,"single","secondary","yes","no","unknown","may",338,-1,"no"
47,"single","secondary","no","yes","cellular","jul",525,-1,"no"
33,"single","tertiary","no","no","cellular","oct",611,183,"yes"
38,"married","secondary","yes","no","unknown","may",762,-1,"yes"
43,"married","secondary","no","yes","telephone","jul",238,-1,"no"
23,"single","secondary","yes","no","unknown","may",167,-1,"no"
34,"married","secondary","yes","no","cellular","nov",109,-1,"no"
51,"married","secondary","yes","yes","cellular","jul",125,-1,"no"
54,"married","secondary","yes","no","unknown","may",266,-1,"no"
37,"married","tertiary","no","no","cellular","sep",155,-1,"no"
24,"single","secondary","yes","no","unknown","jun",161,-1,"no"
32,"single","tertiary","no","no","cellular","aug",165,-1,"no"
57,"married","secondary","yes","no","unknown","may",10,-1,"no"
28,"single","tertiary","no","yes","cellular","jul",125,-1,"no"
43,"married","primary","yes","no","cellular","nov",70,-1,"no"
33,"single","secondary","no","no","cellular","aug",133,-1,"no"
42,"divorced","primary","yes","no","cellular","apr",99,251,"no"
28,"single","tertiary","yes","yes","cellular","jul",568,-1,"no"
39,"married","primary","yes","no","unknown","may",229,-1,"no"
31,"single","tertiary","no","no","cellular","nov",68,-1,"no"
60,"married","primary","no","no","telephone","jun",94,-1,"no"
36,"married","secondary","yes","no","cellular","jan",167,198,"no"
33,"married","tertiary","no","no","cellular","nov",136,287,"no"
38,"married","secondary","no","yes","unknown","jun",143,-1,"no"
37,"single","secondary","no","no","cellular","feb",187,83,"no"
38,"married","secondary","yes","yes","cellular","jul",500,-1,"no"
34,"single","primary","no","no","cellular","jan",10,2,"no"
34,"single","tertiary","no","no","telephone","nov",67,-1,"no"
31,"single","tertiary","no","no","cellular","mar",105,182,"no"
31,"married","secondary","yes","no","unknown","may",730,-1,"no"
49,"married","primary","yes","no","unknown","may",417,-1,"no"
39,"married","secondary","yes","no","cellular","jul",290,-1,"no"
34,"single","primary","no","no","cellular","may",324,360,"no"
26,"single","secondary","no","no","cellular","apr",148,-1,"yes"
56,"divorced","unknown","no","no","cellular","may",121,-1,"no"
28,"married","primary","yes","yes","unknown","jun",178,-1,"no"
42,"married","tertiary","yes","no","cellular","may",117,169,"no"
45,"single","primary","no","no","unknown","apr",122,-1,"yes"
52,"married","tertiary","no","no","telephone","jul",254,-1,"no"
22,"single","secondary","yes","no","unknown","may",154,-1,"no"
44,"married","secondary","no","yes","telephone","jul",13,-1,"no"
39,"single","primary","yes","yes","cellular","jul",166,-1,"no"
32,"married","secondary","no","no","unknown","may",197,-1,"no"
58,"married","tertiary","no","no","cellular","aug",121,-1,"no"
46,"married","secondary","yes","no","unknown","may",546,-1,"no"
28,"single","secondary","no","no","cellular","feb",260,-1,"no"
26,"single","tertiary","yes","no","cellular","jul",486,-1,"no"
34,"single","tertiary","yes","no","unknown","may",68,-1,"no"
29,"single","secondary","no","no","telephone","feb",70,-1,"no"
37,"single","secondary","yes","no","unknown","jun",1045,-1,"yes"
31,"single","secondary","yes","yes","cellular","nov",125,-1,"no"
40,"married","secondary","no","no","cellular","jul",117,-1,"no"
30,"single","unknown","yes","yes","cellular","may",599,306,"no"
29,"married","secondary","yes","no","unknown","may",565,-1,"no"
39,"single","tertiary","yes","yes","cellular","apr",13,319,"no"
59,"divorced","primary","no","yes","unknown","jul",195,-1,"no"
54,"married","secondary","yes","no","cellular","feb",379,-1,"no"
77,"married","secondary","no","no","telephone","jan",1616,95,"yes"
63,"married","unknown","no","no","cellular","sep",109,-1,"no"
32,"single","tertiary","no","no","cellular","may",417,-1,"no"
48,"married","secondary","no","no","unknown","jun",50,-1,"no"
42,"married","tertiary","no","no","cellular","apr",354,79,"yes"
36,"married","tertiary","no","no","cellular","jan",255,88,"yes"
40,"married","secondary","no","no","cellular","oct",87,200,"no"
32,"married","secondary","yes","no","unknown","may",223,-1,"no"
53,"single","secondary","yes","no","cellular","aug",317,180,"yes"
25,"married","secondary","yes","no","unknown","may",24,-1,"no"
28,"married","tertiary","yes","yes","cellular","feb",126,-1,"no"
49,"married","secondary","no","no","unknown","jun",19,-1,"no"
42,"married","primary","yes","no","cellular","apr",76,-1,"no"
30,"single","primary","no","no","cellular","feb",224,-1,"no"
60,"married","tertiary","no","no","cellular","may",94,112,"no"
25,"single","secondary","no","no","cellular","jun",837,-1,"yes"
38,"married","secondary","yes","no","unknown","may",159,-1,"no"
47,"married","unknown","no","no","unknown","jun",77,-1,"no"
32,"married","secondary","yes","no","cellular","apr",648,272,"yes"
40,"married","secondary","yes","no","cellular","feb",126,-1,"no"
59,"married","secondary","yes","no","telephone","may",437,361,"no"
51,"divorced","tertiary","no","no","cellular","aug",95,-1,"no"
58,"married","secondary","yes","no","cellular","may",393,-1,"no"
32,"single","secondary","yes","no","cellular","aug",156,-1,"no"
32,"single","secondary","yes","no","cellular","may",215,-1,"no"
40,"married","primary","yes","no","cellular","may",275,-1,"no"
36,"married","secondary","yes","no","unknown","may",122,-1,"no"
30,"single","secondary","no","no","cellular","feb",114,-1,"no"
58,"divorced","secondary","no","no","cellular","jul",478,-1,"yes"
69,"married","unknown","no","no","telephone","mar",225,90,"yes"
32,"married","secondary","no","no","cellular","jul",353,-1,"no"
54,"married","secondary","no","no","telephone","apr",1366,150,"no"
26,"single","secondary","yes","no","unknown","may",371,-1,"no"
56,"married","secondary","yes","no","unknown","may",139,-1,"no"
50,"single","secondary","no","no","cellular","oct",298,-1,"no"
37,"single","secondary","no","no","unknown","jun",40,-1,"no"
29,"single","secondary","no","no","cellular","nov",85,142,"no"
45,"married","primary","no","no","cellular","jul",110,-1,"no"
55,"single","secondary","no","no","telephone","nov",762,-1,"no"
38,"single","primary","yes","no","unknown","may",35,-1,"no"
59,"married","primary","no","yes","cellular","jul",335,-1,"no"
36,"married","tertiary","yes","no","unknown","may",141,-1,"no"
55,"married","secondary","no","no","cellular","feb",781,-1,"yes"
58,"married","tertiary","no","no","unknown","jun",363,-1,"no"
25,"single","secondary","yes","no","cellular","jul",61,-1,"no"
56,"divorced","secondary","no","no","cellular","aug",220,117,"no"
49,"married","secondary","yes","yes","cellular","aug",253,-1,"no"
34,"married","tertiary","yes","no","cellular","jul",363,-1,"no"
40,"married","tertiary","yes","yes","cellular","nov",170,-1,"no"
28,"single","tertiary","yes","no","cellular","jul",262,-1,"no"
46,"married","secondary","yes","no","cellular","apr",126,149,"no"
25,"single","tertiary","no","no","cellular","jul",300,-1,"no"
43,"married","primary","yes","no","cellular","jul",279,-1,"no"
34,"single","secondary","no","no","cellular","nov",184,-1,"no"
26,"single","secondary","no","yes","cellular","jul",240,-1,"no"
38,"married","unknown","no","no","unknown","jun",178,-1,"no"
24,"married","secondary","yes","no","unknown","may",166,-1,"no"
26,"married","secondary","yes","no","cellular","may",252,-1,"no"
24,"single","tertiary","yes","no","unknown","may",230,-1,"no"
33,"single","secondary","no","no","cellular","jul",782,-1,"yes"
55,"single","secondary","yes","no","unknown","may",38,-1,"no"
33,"single","secondary","yes","no","cellular","may",30,336,"no"
59,"married","primary","yes","no","telephone","jul",73,-1,"no"
31,"single","secondary","yes","no","cellular","may",290,370,"no"
26,"married","primary","yes","no","unknown","may",21,-1,"no"
59,"married","primary","no","no","cellular","aug",129,-1,"no"
59,"married","secondary","no","yes","cellular","jul",101,-1,"no"
56,"married","primary","no","no","cellular","jan",184,-1,"no"
41,"divorced","secondary","yes","no","cellular","may",14,75,"no"
50,"divorced","tertiary","no","yes","cellular","feb",748,-1,"no"
47,"married","secondary","yes","no","cellular","jul",113,-1,"no"
37,"married","secondary","yes","no","unknown","may",389,-1,"no"
32,"single","tertiary","yes","no","cellular","may",130,-1,"no"
46,"married","secondary","no","yes","cellular","jul",154,-1,"no"
