age,marital,education,housing,loan,contact,month,duration,pdays,TermDeposit,contacted_before
35,single,tertiary,yes,no,cellular,may,105,,no,0
56,divorced,tertiary,no,no,cellular,jul,86,,no,0
56,married,unknown,no,no,cellular,aug,111,,no,0
50,married,secondary,no,no,unknown,may,290,,no,0
43,married,secondary,yes,no,cellular,jul,557,,no,0
40,divorced,primary,no,yes,cellular,nov,330,,no,0
53,married,secondary,yes,yes,unknown,may,197,,no,0
50,married,tertiary,no,no,cellular,aug,19,,no,0
39,married,unknown,yes,yes,unknown,may,83,,no,0
33,married,tertiary,no,no,cellular,feb,113,,no,0
51,married,secondary,no,yes,cellular,jul,378,,no,0
26,divorced,secondary,yes,no,unknown,jun,357,,no,0
25,single,secondary,no,no,cellular,jun,89,,yes,0
47,married,secondary,yes,yes,cellular,aug,108,,no,0
32,single,secondary,yes,no,cellular,apr,70,336.0,no,1
46,married,primary,no,no,unknown,jun,9,,no,0
36,single,secondary,yes,no,unknown,may,134,,no,0
27,married,secondary,yes,no,unknown,may,332,,no,0
45,married,primary,no,no,telephone,jul,24,,no,0
45,married,tertiary,yes,no,cellular,may,177,357.0,no,1
52,married,tertiary,no,no,cellular,aug,150,,no,0
75,married,primary,no,no,cellular,jun,344,,no,0
39,divorced,secondary,yes,no,unknown,may,150,,no,0
54,married,secondary,no,yes,cellular,jul,85,,no,0
56,married,tertiary,no,no,cellular,aug,236,,no,0
38,married,secondary,yes,no,unknown,jun,404,,no,0
58,married,secondary,no,yes,cellular,feb,135,92.0,yes,1
30,single,secondary,yes,no,cellular,aug,116,,no,0
32,single,secondary,no,no,cellular,jul,356,,yes,0
32,married,secondary,no,no,cellular,jan,558,,no,0
25,single,secondary,no,no,cellular,jul,136,,no,0
34,married,tertiary,yes,yes,cellular,nov,81,,no,0
46,married,secondary,no,no,cellular,aug,67,,no,0
30,single,secondary,no,no,unknown,jun,276,,no,0
34,single,secondary,no,no,cellular,aug,70,,no,0
50,married,unknown,yes,no,cellular,may,92,347.0,no,1
44,married,primary,no,no,cellular,aug,299,,no,0
40,married,tertiary,no,no,cellular,aug,87,,no,0
29,single,tertiary,no,no,cellular,feb,251,,no,0
25,married,unknown,yes,no,cellular,jul,1037,,yes,0
25,single,tertiary,yes,yes,cellular,apr,1034,,yes,0
35,married,secondary,no,no,cellular,aug,197,,no,0
45,single,secondary,yes,yes,unknown,jul,89,,no,0
63,married,tertiary,no,no,cellular,oct,130,182.0,no,1
37,single,secondary,yes,no,unknown,may,1187,,yes,0
28,single,secondary,no,no,cellular,jan,452,,no,0
31,married,primary,no,no,telephone,nov,21,,no,0
33,single,tertiary,no,no,cellular,may,324,,no,0
40,married,secondary,yes,no,cellular,nov,43,185.0,no,1
51,married,secondary,no,no,cellular,aug,80,,no,0
48,married,secondary,yes,yes,unknown,may,144,,no,0
36,single,tertiary,yes,no,cellular,nov,14,,no,0
40,married,secondary,yes,no,cellular,may,431,172.0,no,1
42,married,primary,yes,no,cellular,jul,167,,no,0
44,married,tertiary,no,no,cellular,aug,165,,no,0
43,married,secondary,no,no,cellular,jan,41,,no,0
27,single,secondary,yes,yes,cellular,feb,466,,no,0
44,married,primary,no,no,cellular,aug,174,,no,0
56,divorced,secondary,yes,yes,unknown,may,185,,no,0
31,single,tertiary,no,no,cellular,aug,257,,no,0
52,divorced,secondary,no,no,unknown,jun,103,,no,0
44,married,secondary,yes,no,unknown,may,477,,no,0
50,divorced,tertiary,yes,no,cellular,jul,604,,no,0
33,single,secondary,yes,no,cellular,feb,178,273.0,no,1
30,single,tertiary,no,no,unknown,may,476,,no,0
29,single,secondary,no,no,telephone,jul,127,,no,0
43,single,primary,yes,no,cellular,jul,783,,no,0
29,single,tertiary,no,no,cellular,feb,98,,no,0
34,single,tertiary,no,no,cellular,aug,738,,yes,0
32,married,secondary,yes,no,unknown,jun,183,,no,0
40,married,secondary,yes,no,cellular,apr,156,318.0,no,1
40,married,secondary,yes,yes,cellular,feb,241,262.0,no,1
33,married,secondary,no,yes,cellular,may,88,,no,0
47,married,secondary,no,no,cellular,aug,59,,no,0
53,married,secondary,no,no,cellular,nov,244,,no,0
33,single,secondary,no,yes,cellular,nov,459,,no,0
31,married,primary,yes,yes,unknown,may,59,,no,0
37,married,tertiary,no,no,cellular,aug,340,,no,0
58,married,secondary,no,no,cellular,aug,422,,no,0
32,single,secondary,no,no,cellular,feb,233,,no,0
39,married,secondary,yes,yes,cellular,jul,330,,no,0
26,single,tertiary,no,no,cellular,apr,407,,yes,0
33,single,secondary,no,yes,cellular,nov,255,,no,0
34,divorced,tertiary,no,no,cellular,aug,227,,no,0
23,single,tertiary,no,no,cellular,may,289,,no,0
39,single,primary,no,no,telephone,jul,80,,no,0
35,single,secondary,yes,no,unknown,may,338,,no,0
47,single,secondary,no,yes,cellular,jul,525,,no,0
33,single,tertiary,no,no,cellular,oct,611,183.0,yes,1
38,married,secondary,yes,no,unknown,may,762,,yes,0
43,married,secondary,no,yes,telephone,jul,238,,no,0
23,single,secondary,yes,no,unknown,may,167,,no,0
34,married,secondary,yes,no,cellular,nov,109,,no,0
51,married,secondary,yes,yes,cellular,jul,125,,no,0
54,married,secondary,yes,no,unknown,may,266,,no,0
37,married,tertiary,no,no,cellular,sep,155,,no,0
24,single,secondary,yes,no,unknown,jun,161,,no,0
32,single,tertiary,no,no,cellular,aug,165,,no,0
57,married,secondary,yes,no,unknown,may,10,,no,0
28,single,tertiary,no,yes,cellular,jul,125,,no,0
43,married,primary,yes,no,cellular,nov,70,,no,0
33,single,secondary,no,no,cellular,aug,133,,no,0
42,divorced,primary,yes,no,cellular,apr,99,251.0,no,1
28,single,tertiary,yes,yes,cellular,jul,568,,no,0
39,married,primary,yes,no,unknown,may,229,,no,0
31,single,tertiary,no,no,cellular,nov,68,,no,0
60,married,primary,no,no,telephone,jun,94,,no,0
36,married,secondary,yes,no,cellular,jan,167,198.0,no,1
33,married,tertiary,no,no,cellular,nov,136,287.0,no,1
38,married,secondary,no,yes,unknown,jun,143,,no,0
37,single,secondary,no,no,cellular,feb,187,83.0,no,1
38,married,secondary,yes,yes,cellular,jul,500,,no,0
34,single,primary,no,no,cellular,jan,10,2.0,no,1
34,single,tertiary,no,no,telephone,nov,67,,no,0
31,single,tertiary,no,no,cellular,mar,105,182.0,no,1
31,married,secondary,yes,no,unknown,may,730,,no,0
49,married,primary,yes,no,unknown,may,417,,no,0
39,married,secondary,yes,no,cellular,jul,290,,no,0
34,single,primary,no,no,cellular,may,324,360.0,no,1
26,single,secondary,no,no,cellular,apr,148,,yes,0
56,divorced,unknown,no,no,cellular,may,121,,no,0
28,married,primary,yes,yes,unknown,jun,178,,no,0
42,married,tertiary,yes,no,cellular,may,117,169.0,no,1
45,single,primary,no,no,unknown,apr,122,,yes,0
52,married,tertiary,no,no,telephone,jul,254,,no,0
22,single,secondary,yes,no,unknown,may,154,,no,0
44,married,secondary,no,yes,telephone,jul,13,,no,0
39,single,primary,yes,yes,cellular,jul,166,,no,0
32,married,secondary,no,no,unknown,may,197,,no,0
58,married,tertiary,no,no,cellular,aug,121,,no,0
46,married,secondary,yes,no,unknown,may,546,,no,0
28,single,secondary,no,no,cellular,feb,260,,no,0
26,single,tertiary,yes,no,cellular,jul,486,,no,0
34,single,tertiary,yes,no,unknown,may,68,,no,0
29,single,secondary,no,no,telephone,feb,70,,no,0
37,single,secondary,yes,no,unknown,jun,1045,,yes,0
31,single,secondary,yes,yes,cellular,nov,125,,no,0
40,married,secondary,no,no,cellular,jul,117,,no,0
30,single,unknown,yes,yes,cellular,may,599,306.0,no,1
29,married,secondary,yes,no,unknown,may,565,,no,0
39,single,tertiary,yes,yes,cellular,apr,13,319.0,no,1
59,divorced,primary,no,yes,unknown,jul,195,,no,0
54,married,secondary,yes,no,cellular,feb,379,,no,0
77,married,secondary,no,no,telephone,jan,1616,95.0,yes,1
63,married,unknown,no,no,cellular,sep,109,,no,0
32,single,tertiary,no,no,cellular,may,417,,no,0
48,married,secondary,no,no,unknown,jun,50,,no,0
42,married,tertiary,no,no,cellular,apr,354,79.0,yes,1
36,married,tertiary,no,no,cellular,jan,255,88.0,yes,1
40,married,secondary,no,no,cellular,oct,87,200.0,no,1
32,married,secondary,yes,no,unknown,may,223,,no,0
53,single,secondary,yes,no,cellular,aug,317,180.0,yes,1
25,married,secondary,yes,no,unknown,may,24,,no,0
28,married,tertiary,yes,yes,cellular,feb,126,,no,0
49,married,secondary,no,no,unknown,jun,19,,no,0
42,married,primary,yes,no,cellular,apr,76,,no,0
30,single,primary,no,no,cellular,feb,224,,no,0
60,married,tertiary,no,no,cellular,may,94,112.0,no,1
25,single,secondary,no,no,cellular,jun,837,,yes,0
38,married,secondary,yes,no,unknown,may,159,,no,0
47,married,unknown,no,no,unknown,jun,77,,no,0
32,married,secondary,yes,no,cellular,apr,648,272.0,yes,1
40,married,secondary,yes,no,cellular,feb,126,,no,0
59,married,secondary,yes,no,telephone,may,437,361.0,no,1
51,divorced,tertiary,no,no,cellular,aug,95,,no,0
58,married,secondary,yes,no,cellular,may,393,,no,0
32,single,secondary,yes,no,cellular,aug,156,,no,0
32,single,secondary,yes,no,cellular,may,215,,no,0
40,married,primary,yes,no,cellular,may,275,,no,0
36,married,secondary,yes,no,unknown,may,122,,no,0
30,single,secondary,no,no,cellular,feb,114,,no,0
58,divorced,secondary,no,no,cellular,jul,478,,yes,0
69,married,unknown,no,no,telephone,mar,225,90.0,yes,1
32,married,secondary,no,no,cellular,jul,353,,no,0
54,married,secondary,no,no,telephone,apr,1366,150.0,no,1
26,single,secondary,yes,no,unknown,may,371,,no,0
56,married,secondary,yes,no,unknown,may,139,,no,0
50,single,secondary,no,no,cellular,oct,298,,no,0
37,single,secondary,no,no,unknown,jun,40,,no,0
29,single,secondary,no,no,cellular,nov,85,142.0,no,1
45,married,primary,no,no,cellular,jul,110,,no,0
55,single,secondary,no,no,telephone,nov,762,,no,0
38,single,primary,yes,no,unknown,may,35,,no,0
59,married,primary,no,yes,cellular,jul,335,,no,0
36,married,tertiary,yes,no,unknown,may,141,,no,0
55,married,secondary,no,no,cellular,feb,781,,yes,0
58,married,tertiary,no,no,unknown,jun,363,,no,0
25,single,secondary,yes,no,cellular,jul,61,,no,0
56,divorced,secondary,no,no,cellular,aug,220,117.0,no,1
49,married,secondary,yes,yes,cellular,aug,253,,no,0
34,married,tertiary,yes,no,cellular,jul,363,,no,0
40,married,tertiary,yes,yes,cellular,nov,170,,no,0
28,single,tertiary,yes,no,cellular,jul,262,,no,0
46,married,secondary,yes,no,cellular,apr,126,149.0,no,1
25,single,tertiary,no,no,cellular,jul,300,,no,0
43,married,primary,yes,no,cellular,jul,279,,no,0
34,single,secondary,no,no,cellular,nov,184,,no,0
26,single,secondary,no,yes,cellular,jul,240,,no,0
38,married,unknown,no,no,unknown,jun,178,,no,0
24,married,secondary,yes,no,unknown,may,166,,no,0
26,married,secondary,yes,no,cellular,may,252,,no,0
24,single,tertiary,yes,no,unknown,may,230,,no,0
33,single,secondary,no,no,cellular,jul,782,,yes,0
55,single,secondary,yes,no,unknown,may,38,,no,0
33,single,secondary,yes,no,cellular,may,30,336.0,no,1
59,married,primary,yes,no,telephone,jul,73,,no,0
31,single,secondary,yes,no,cellular,may,290,370.0,no,1
26,married,primary,yes,no,unknown,may,21,,no,0
59,married,primary,no,no,cellular,aug,129,,no,0
59,married,secondary,no,yes,cellular,jul,101,,no,0
56,married,primary,no,no,cellular,jan,184,,no,0
41,divorced,secondary,yes,no,cellular,may,14,75.0,no,1
50,divorced,tertiary,no,yes,cellular,feb,748,,no,0
47,married,secondary,yes,no,cellular,jul,113,,no,0
37,married,secondary,yes,no,unknown,may,389,,no,0
32,single,tertiary,yes,no,cellular,may,130,,no,0
46,married,secondary,no,yes,cellular,jul,154,,no,0
27,married,tertiary,yes,no,cellular,jul,148,,no,0
44,married,secondary,no,no,cellular,jul,96,,no,0
53,divorced,primary,no,no,unknown,jun,422,,no,0
68,divorced,primary,no,no,cellular,apr,233,,yes,0
49,single,secondary,yes,yes,unknown,jun,73,,no,0
43,single,tertiary,yes,no,unknown,may,218,,no,0
35,married,tertiary,yes,no,cellular,nov,547,,no,0
36,married,secondary,no,yes,cellular,feb,521,193.0,no,1
29,single,secondary,yes,no,cellular,may,109,352.0,no,1
36,married,secondary,yes,no,telephone,may,16,,no,0
28,single,secondary,yes,no,cellular,may,251,,no,0
45,married,secondary,yes,no,unknown,may,215,,no,0
46,divorced,tertiary,yes,yes,cellular,nov,169,,no,0
48,divorced,secondary,no,no,unknown,jun,342,,no,0
53,married,secondary,yes,no,cellular,may,133,,no,0
44,divorced,tertiary,yes,no,telephone,jun,55,82.0,no,1
49,single,tertiary,yes,no,cellular,jul,674,,no,0
34,single,unknown,no,no,cellular,jun,253,,yes,0
57,married,primary,yes,no,unknown,may,384,,no,0
47,divorced,secondary,no,no,cellular,aug,64,,no,0
37,married,secondary,no,yes,unknown,jun,176,,no,0
48,married,secondary,no,no,cellular,aug,21,,no,0
45,married,secondary,yes,no,unknown,may,118,,no,0
65,married,tertiary,no,no,cellular,aug,280,185.0,no,1
42,married,secondary,yes,no,cellular,may,74,,no,0
42,married,tertiary,yes,no,cellular,may,579,295.0,yes,1
32,single,secondary,no,no,cellular,may,312,,no,0
53,married,secondary,yes,no,unknown,may,134,,no,0
26,single,tertiary,no,no,cellular,feb,236,183.0,no,1
48,married,primary,no,no,cellular,aug,348,,no,0
46,married,tertiary,no,no,cellular,jan,56,,no,0
37,married,tertiary,yes,no,unknown,may,645,,no,0
52,single,unknown,no,no,cellular,feb,168,,no,0
46,single,tertiary,yes,no,cellular,apr,175,,no,0
43,married,tertiary,no,no,cellular,aug,120,,no,0
25,single,secondary,no,no,telephone,oct,251,,no,0
59,single,secondary,yes,no,unknown,may,1063,,yes,0
48,married,primary,no,yes,cellular,nov,79,172.0,no,1
56,married,secondary,yes,yes,cellular,apr,12,,no,0
53,married,secondary,yes,no,unknown,may,153,,no,0
27,single,tertiary,yes,no,cellular,may,10,,no,0
30,single,secondary,yes,no,cellular,apr,997,,yes,0
25,single,tertiary,no,no,cellular,feb,207,,no,0
30,single,tertiary,no,no,cellular,jun,102,85.0,no,1
32,married,secondary,yes,no,cellular,nov,131,194.0,no,1
39,single,secondary,yes,yes,cellular,feb,292,,no,0
47,married,tertiary,no,yes,cellular,jan,243,161.0,no,1
26,single,secondary,no,no,cellular,feb,44,,no,0
33,married,tertiary,no,no,cellular,aug,121,,no,0
36,single,secondary,yes,no,telephone,may,134,,no,0
44,married,secondary,yes,yes,unknown,jun,171,,no,0
49,married,secondary,no,no,cellular,nov,586,,no,0
44,married,tertiary,yes,no,cellular,jul,497,,no,0
58,divorced,tertiary,no,no,cellular,apr,162,295.0,no,1
52,married,unknown,no,no,telephone,jun,193,145.0,no,1
55,married,secondary,yes,yes,cellular,nov,325,192.0,no,1
57,married,tertiary,yes,no,unknown,may,391,,no,0
55,divorced,tertiary,yes,no,cellular,jul,1331,,no,0
48,single,secondary,yes,yes,cellular,feb,369,,no,0
39,divorced,secondary,yes,no,cellular,may,8,,no,0
56,married,secondary,no,no,cellular,aug,239,,no,0
40,married,tertiary,no,no,cellular,jul,761,,no,0
47,married,primary,yes,yes,unknown,jun,118,,no,0
35,married,tertiary,no,no,cellular,apr,266,87.0,yes,1
34,single,secondary,yes,no,cellular,jul,483,,no,0
30,single,tertiary,no,no,cellular,aug,618,,no,0
43,married,secondary,no,no,cellular,aug,79,,no,0
71,married,tertiary,no,no,cellular,aug,116,,no,0
58,married,tertiary,no,yes,cellular,jul,85,,no,0
52,married,primary,yes,no,cellular,may,82,,no,0
37,single,secondary,yes,no,unknown,jun,203,,no,0
42,married,tertiary,yes,no,unknown,may,238,,no,0
41,married,primary,yes,no,unknown,may,67,,no,0
27,single,secondary,no,no,cellular,jun,66,,no,0
39,married,tertiary,yes,no,cellular,apr,236,336.0,no,1
30,single,tertiary,no,no,cellular,aug,19,,no,0
43,divorced,tertiary,no,no,cellular,aug,79,,no,0
40,single,secondary,no,yes,unknown,jun,14,,no,0
26,single,tertiary,yes,no,cellular,apr,639,,no,0
52,married,secondary,yes,no,unknown,jun,20,,no,0
32,single,primary,yes,yes,cellular,may,274,,no,0
31,married,secondary,yes,no,cellular,may,201,350.0,no,1
28,married,tertiary,yes,no,cellular,apr,152,,no,0
34,single,secondary,yes,yes,unknown,may,185,,no,0
44,single,primary,yes,no,cellular,jul,184,,no,0
43,married,tertiary,no,no,cellular,jul,942,,yes,0
41,married,tertiary,no,no,cellular,apr,75,,no,0
36,married,tertiary,no,no,unknown,jun,87,,no,0
68,married,primary,no,no,cellular,mar,373,,yes,0
55,single,tertiary,no,no,cellular,apr,156,,no,0
50,married,unknown,yes,yes,unknown,jun,64,,no,0
48,divorced,secondary,yes,no,unknown,may,364,,no,0
34,married,tertiary,yes,no,cellular,jul,8,,no,0
42,married,primary,yes,no,unknown,may,262,,no,0
62,married,secondary,yes,yes,cellular,sep,261,183.0,yes,1
56,married,secondary,yes,no,unknown,may,302,,no,0
31,married,secondary,yes,no,unknown,may,143,,no,0
37,single,secondary,no,no,cellular,jul,143,,no,0
26,single,secondary,yes,no,cellular,may,34,374.0,no,1
34,married,secondary,yes,no,cellular,may,551,,no,0
30,divorced,secondary,yes,no,cellular,may,177,,no,0
46,married,primary,yes,no,unknown,may,570,,no,0
27,single,unknown,yes,yes,unknown,may,77,,no,0
26,single,tertiary,no,yes,unknown,may,57,,no,0
41,married,unknown,no,no,cellular,jul,647,,no,0
44,married,unknown,yes,no,cellular,aug,44,100.0,no,1
51,married,primary,no,no,cellular,aug,75,,no,0
33,divorced,secondary,no,no,cellular,jul,374,,no,0
45,married,secondary,no,no,cellular,aug,115,,no,0
27,married,primary,no,no,unknown,may,531,,no,0
41,single,secondary,no,no,cellular,jul,413,,no,0
29,single,unknown,yes,yes,cellular,jul,1806,,yes,0
22,single,secondary,no,no,cellular,jan,143,,yes,0
33,married,secondary,yes,no,unknown,may,76,,no,0
30,married,secondary,no,yes,unknown,jul,66,85.0,no,1
38,married,tertiary,no,no,cellular,aug,482,,yes,0
45,single,secondary,no,yes,cellular,jul,55,,no,0
54,divorced,primary,yes,no,cellular,may,34,348.0,no,1
52,married,tertiary,yes,yes,unknown,may,392,,no,0
52,married,secondary,yes,yes,cellular,may,161,332.0,no,1
31,single,secondary,yes,no,unknown,may,104,,no,0
33,married,primary,no,no,cellular,aug,237,,no,0
56,married,primary,no,yes,cellular,jul,227,,no,0
44,divorced,secondary,no,yes,unknown,jun,501,,no,0
33,single,secondary,yes,yes,cellular,may,308,,no,0
49,married,primary,no,no,unknown,jun,40,,no,0
45,married,secondary,yes,no,cellular,aug,192,,no,0
44,single,secondary,yes,no,unknown,jun,179,,no,0
27,single,tertiary,yes,no,unknown,may,160,,no,0
53,married,tertiary,no,no,cellular,aug,96,,no,0
32,married,secondary,no,no,cellular,aug,162,,no,0
34,married,secondary,yes,no,cellular,may,200,364.0,no,1
36,single,tertiary,no,no,cellular,aug,207,98.0,yes,1
46,married,secondary,no,no,cellular,aug,225,,no,0
39,single,secondary,yes,no,unknown,may,1410,,yes,0
55,married,primary,no,no,unknown,jun,922,,yes,0
47,married,secondary,no,no,cellular,aug,784,,yes,0
36,married,secondary,yes,no,unknown,may,251,,no,0
57,divorced,primary,yes,no,unknown,may,32,,no,0
38,married,secondary,no,no,unknown,jun,313,,no,0
31,married,primary,yes,no,cellular,may,9,362.0,no,1
47,married,secondary,yes,no,cellular,apr,211,87.0,no,1
39,single,secondary,yes,no,cellular,may,6,175.0,no,1
29,married,tertiary,yes,yes,unknown,may,79,,no,0
38,divorced,secondary,yes,yes,unknown,jul,120,,no,0
29,divorced,secondary,yes,no,cellular,feb,42,228.0,no,1
44,married,secondary,yes,no,cellular,nov,116,,no,0
45,married,primary,yes,no,unknown,may,57,,no,0
33,married,secondary,yes,no,telephone,jul,216,,no,0
45,single,tertiary,yes,no,cellular,nov,139,,no,0
33,single,secondary,yes,no,cellular,jan,323,259.0,no,1
36,divorced,secondary,yes,no,cellular,jun,215,371.0,yes,1
33,single,tertiary,no,no,cellular,aug,329,,no,0
37,married,secondary,yes,no,cellular,jan,88,244.0,no,1
53,married,primary,no,no,cellular,aug,80,,no,0
55,married,primary,no,no,cellular,aug,625,,yes,0
36,single,tertiary,yes,no,unknown,may,101,,no,0
49,divorced,tertiary,no,no,cellular,aug,185,,yes,0
42,divorced,secondary,no,no,cellular,aug,21,,no,0
32,married,secondary,yes,no,cellular,apr,160,,no,0
42,single,secondary,no,no,cellular,jan,96,,no,0
45,married,tertiary,no,no,telephone,nov,46,,no,0
50,married,primary,no,yes,cellular,jul,173,,no,0
42,divorced,tertiary,no,no,cellular,sep,692,,yes,0
37,single,secondary,yes,no,unknown,jun,87,,no,0
40,married,tertiary,yes,yes,cellular,nov,114,,no,0
31,married,secondary,yes,yes,cellular,jul,143,,no,0
37,married,secondary,no,no,unknown,jun,305,,no,0
42,married,primary,yes,no,unknown,may,249,,no,0
76,married,unknown,no,no,cellular,oct,139,,no,0
30,single,secondary,no,no,cellular,jul,188,,no,0
31,single,unknown,no,no,cellular,feb,92,,no,0
30,single,tertiary,no,no,cellular,aug,996,,no,0
57,divorced,secondary,no,yes,cellular,jul,445,,no,0
42,married,tertiary,yes,no,unknown,may,110,,no,0
26,married,secondary,yes,no,unknown,may,224,,no,0
35,married,secondary,no,no,unknown,jun,436,,no,0
36,married,secondary,yes,no,unknown,jun,56,,no,0
35,single,tertiary,no,no,unknown,jun,668,,no,0
36,married,tertiary,no,no,cellular,jul,130,,no,0
42,married,primary,yes,no,telephone,jul,175,,no,0
41,single,secondary,yes,no,cellular,nov,254,,no,0
23,single,secondary,yes,no,unknown,may,507,,no,0
53,single,primary,yes,yes,unknown,may,72,,no,0
57,married,primary,yes,no,cellular,apr,207,346.0,no,1
29,single,tertiary,yes,no,unknown,may,329,,no,0
32,single,secondary,no,no,cellular,nov,206,,no,0
50,single,primary,yes,no,cellular,may,108,,no,0
34,married,primary,no,yes,cellular,jul,241,,no,0
32,married,tertiary,yes,no,cellular,jul,370,,no,0
25,single,secondary,yes,no,cellular,jul,633,,yes,0
37,single,secondary,yes,no,cellular,apr,249,,no,0
45,divorced,secondary,no,no,cellular,nov,79,106.0,no,1
30,married,secondary,no,no,cellular,aug,72,99.0,no,1
43,married,tertiary,no,no,cellular,feb,147,,yes,0
30,single,tertiary,no,no,cellular,oct,437,,no,0
50,married,tertiary,no,yes,cellular,jul,149,,no,0
47,married,tertiary,yes,no,unknown,may,162,,no,0
28,single,secondary,no,no,cellular,jan,532,,yes,0
34,married,primary,yes,no,cellular,jul,1389,,no,0
59,married,secondary,no,no,telephone,jul,312,381.0,no,1
64,divorced,secondary,no,no,cellular,oct,621,181.0,yes,1
46,single,secondary,yes,no,cellular,apr,194,,no,0
39,single,primary,yes,no,unknown,may,699,,no,0
48,married,secondary,no,no,cellular,feb,130,,no,0
24,single,secondary,no,no,unknown,may,180,,no,0
89,divorced,primary,no,no,telephone,dec,207,189.0,no,1
39,married,tertiary,no,no,unknown,jun,12,,no,0
52,married,primary,yes,yes,cellular,aug,155,,no,0
60,divorced,tertiary,yes,no,cellular,dec,415,190.0,yes,1
41,married,secondary,yes,no,unknown,may,596,,no,0
47,married,secondary,yes,no,cellular,may,234,,no,0
44,married,primary,no,no,unknown,jun,250,,no,0
45,married,tertiary,yes,no,cellular,may,85,,no,0
48,divorced,primary,no,no,unknown,jun,248,,no,0
54,married,primary,yes,yes,telephone,apr,158,,no,0
31,single,tertiary,no,no,cellular,aug,321,,no,0
40,married,tertiary,no,no,cellular,aug,220,364.0,no,1
31,married,tertiary,yes,no,cellular,jul,215,,no,0
35,married,tertiary,yes,no,cellular,apr,860,,yes,0
42,married,secondary,no,no,cellular,may,489,174.0,no,1
79,married,secondary,no,no,telephone,mar,303,,yes,0
47,married,primary,yes,no,cellular,jul,145,,no,0
35,married,tertiary,yes,no,cellular,nov,70,111.0,no,1
41,married,tertiary,no,yes,cellular,jul,695,,no,0
49,married,secondary,no,no,unknown,jun,626,,no,0
36,single,tertiary,no,no,cellular,apr,78,84.0,no,1
58,married,primary,yes,no,unknown,jun,16,,no,0
30,single,tertiary,no,no,cellular,feb,179,93.0,yes,1
33,married,secondary,yes,yes,cellular,nov,46,122.0,no,1
43,married,primary,yes,yes,telephone,may,10,,no,0
64,divorced,secondary,no,no,cellular,mar,409,,yes,0
43,married,secondary,no,no,cellular,may,187,71.0,yes,1
55,divorced,tertiary,no,no,cellular,feb,305,94.0,yes,1
48,married,secondary,yes,no,cellular,jun,404,92.0,no,1
26,single,secondary,yes,no,unknown,may,177,,no,0
37,single,secondary,yes,no,cellular,apr,20,335.0,no,1
48,single,secondary,no,no,unknown,may,148,,no,0
45,single,secondary,yes,no,cellular,may,101,301.0,no,1
54,single,secondary,yes,no,cellular,feb,93,,no,0
26,single,secondary,yes,yes,cellular,jan,206,239.0,no,1
45,married,secondary,no,no,cellular,may,552,90.0,yes,1
27,single,secondary,no,no,unknown,jul,269,,no,0
43,married,unknown,no,no,unknown,may,437,,no,0
30,single,tertiary,yes,no,cellular,aug,13,,no,0
33,married,tertiary,no,yes,cellular,jul,57,,no,0
58,married,secondary,yes,no,cellular,apr,115,343.0,no,1
59,married,secondary,yes,no,unknown,may,748,,yes,0
30,single,tertiary,no,no,cellular,apr,212,202.0,yes,1
34,married,primary,yes,no,unknown,mar,30,,no,0
35,divorced,tertiary,yes,no,unknown,may,26,,no,0
31,married,secondary,yes,no,unknown,may,285,,no,0
25,single,secondary,no,no,cellular,may,226,,yes,0
38,single,secondary,no,yes,unknown,jun,587,,no,0
28,single,secondary,yes,yes,unknown,may,125,,no,0
60,divorced,primary,no,no,telephone,jul,295,,no,0
35,single,secondary,no,no,unknown,jun,46,,no,0
52,married,primary,no,no,unknown,jun,118,,no,0
50,married,tertiary,no,no,cellular,jul,243,,no,0
47,married,secondary,yes,no,cellular,jul,105,,no,0
35,married,primary,yes,no,unknown,may,65,,no,0
35,single,tertiary,no,yes,unknown,may,192,,no,0
33,single,tertiary,yes,yes,unknown,jul,343,,no,0
39,single,primary,no,yes,unknown,jun,35,,no,0
35,married,tertiary,no,no,cellular,oct,108,,no,0
34,divorced,secondary,no,yes,telephone,oct,24,,no,0
55,married,primary,yes,no,unknown,may,291,,no,0
56,divorced,secondary,yes,no,telephone,feb,81,,no,0
45,married,unknown,yes,no,cellular,feb,776,,no,0
44,married,primary,yes,no,cellular,may,23,,no,0
35,married,tertiary,yes,no,cellular,jul,555,,no,0
29,married,secondary,no,yes,cellular,jul,151,,no,0
54,married,tertiary,no,yes,cellular,jul,443,,no,0
35,married,secondary,yes,no,cellular,may,101,,no,0
68,married,secondary,no,no,telephone,dec,2062,257.0,yes,1
33,single,tertiary,yes,no,cellular,feb,8,254.0,no,1
67,divorced,secondary,no,no,cellular,feb,186,97.0,yes,1
34,divorced,secondary,no,no,cellular,jul,641,,yes,0
57,married,tertiary,yes,no,cellular,nov,79,,no,0
57,married,secondary,no,no,cellular,feb,200,,no,0
31,single,secondary,no,no,cellular,aug,35,,no,0
42,divorced,secondary,no,no,unknown,jun,18,,no,0
31,divorced,secondary,yes,no,unknown,may,289,,no,0
32,single,tertiary,no,no,cellular,aug,231,,no,0
37,married,tertiary,yes,no,cellular,aug,190,84.0,no,1
36,divorced,tertiary,no,no,cellular,jul,127,,no,0
38,divorced,primary,no,no,unknown,jun,242,,no,0
39,single,secondary,yes,no,cellular,may,104,170.0,no,1
51,married,secondary,yes,no,unknown,jun,215,,no,0
46,married,primary,yes,yes,cellular,jan,133,,no,0
60,divorced,secondary,yes,yes,unknown,may,157,,no,0
